"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"CALIFORNIA","2023","15","Campylobacteriosis","167","-","253","-","2,756","-","1,801","-","CALIFORNIA",,"20231501039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","15","Coccidioidomycosis, Confirmed","50","-","196","-","1,567","-","2,134","-","CALIFORNIA",,"20231501529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","15","Coccidioidomycosis, total","50","-","196","-","1,567","-","2,134","-","CALIFORNIA",,"20231501669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","15","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231504259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","15","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231504329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","15","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","9","-","137","-","653","-","631","-","CALIFORNIA",,"20231505869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","16","Campylobacteriosis","147","-","253","-","2,954","-","1,958","-","CALIFORNIA",,"20231601039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","16","Coccidioidomycosis, Confirmed","53","-","196","-","1,705","-","2,292","-","CALIFORNIA",,"20231601529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","16","Coccidioidomycosis, total","53","-","196","-","1,705","-","2,292","-","CALIFORNIA",,"20231601669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","16","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231604259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","16","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231604329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","16","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","16","-","137","-","696","-","697","-","CALIFORNIA",,"20231605869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","17","Campylobacteriosis","165","-","253","-","3,167","-","2,197","-","CALIFORNIA",,"20231701039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","17","Coccidioidomycosis, Confirmed","49","-","195","-","1,805","-","2,469","-","CALIFORNIA",,"20231701529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","17","Coccidioidomycosis, total","49","-","195","-","1,805","-","2,469","-","CALIFORNIA",,"20231701669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","17","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231704259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","17","Measles, Indigenous",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231704329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","17","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","17","-","139","-","758","-","759","-","CALIFORNIA",,"20231705869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","18","Campylobacteriosis","129","-","253","-","3,388","-","2,429","-","CALIFORNIA",,"20231801039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","18","Coccidioidomycosis, Confirmed","30","-","195","-","1,915","-","2,664","-","CALIFORNIA",,"20231801529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","18","Coccidioidomycosis, total","30","-","195","-","1,915","-","2,664","-","CALIFORNIA",,"20231801669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","18","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231804259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","18","Measles, Indigenous","1","-","0","-","1","-",,"-","CALIFORNIA",,"20231804329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","18","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","21","-","140","-","828","-","850","-","CALIFORNIA",,"20231805869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","19","Campylobacteriosis","146","-","254","-","3,596","-","2,663","-","CALIFORNIA",,"20231901039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","19","Coccidioidomycosis, Confirmed","38","-","195","-","2,055","-","2,832","-","CALIFORNIA",,"20231901529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","19","Coccidioidomycosis, total","38","-","195","-","2,055","-","2,832","-","CALIFORNIA",,"20231901669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","19","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20231904259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","19","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20231904329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","19","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","26","-","140","-","899","-","913","-","CALIFORNIA",,"20231905869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","20","Campylobacteriosis","201","-","254","-","3,884","-","2,888","-","CALIFORNIA",,"20232001039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","20","Coccidioidomycosis, Confirmed","31","-","195","-","2,212","-","2,999","-","CALIFORNIA",,"20232001529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","20","Coccidioidomycosis, total","31","-","195","-","2,212","-","2,999","-","CALIFORNIA",,"20232001669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","20","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20232004259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","20","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232004329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","20","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","22","-","140","-","967","-","994","-","CALIFORNIA",,"20232005869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","21","Campylobacteriosis","133","-","253","-","4,044","-","3,103","-","CALIFORNIA",,"20232101039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","21","Coccidioidomycosis, Confirmed","12","-","195","-","2,267","-","3,165","-","CALIFORNIA",,"20232101529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","21","Coccidioidomycosis, total","12","-","195","-","2,267","-","3,165","-","CALIFORNIA",,"20232101669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","21","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20232104259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","21","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232104329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","21","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","24","-","140","-","1,038","-","1,064","-","CALIFORNIA",,"20232105869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","22","Campylobacteriosis","166","-","254","-","4,307","-","3,323","-","CALIFORNIA",,"20232201039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","22","Coccidioidomycosis, Confirmed","59","-","195","-","2,474","-","3,309","-","CALIFORNIA",,"20232201529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","22","Coccidioidomycosis, total","59","-","195","-","2,474","-","3,309","-","CALIFORNIA",,"20232201669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","22","Measles, Imported",,"-","0","-",,"-",,"-","CALIFORNIA",,"20232204259","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","22","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232204329","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","22","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","38","-","140","-","1,150","-","1,143","-","CALIFORNIA",,"20232205869","POINT (-121.49086 38.57944)"
"CALIFORNIA","2023","23","Campylobacteriosis","187","-","254","-","4,567","-","3,538","-","CALIFORNIA",,"20232301039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","23","Coccidioidomycosis, Confirmed","46","-","195","-","2,578","-","3,482","-","CALIFORNIA",,"20232301529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","23","Coccidioidomycosis, total","46","-","195","-","2,578","-","3,482","-","CALIFORNIA",,"20232301669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","23","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232304259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","23","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232304329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","23","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","22","-","140","-","1,244","-","1,211","-","CALIFORNIA",,"20232305869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","24","Campylobacteriosis","143","-","254","-","4,754","-","3,753","-","CALIFORNIA",,"20232401039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","24","Coccidioidomycosis, Confirmed","33","-","195","-","2,699","-","3,640","-","CALIFORNIA",,"20232401529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","24","Coccidioidomycosis, total","33","-","195","-","2,699","-","3,640","-","CALIFORNIA",,"20232401669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","24","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232404259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","24","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232404329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","24","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","33","-","140","-","1,342","-","1,289","-","CALIFORNIA",,"20232405869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","25","Campylobacteriosis","210","-","255","-","5,098","-","3,996","-","CALIFORNIA",,"20232501039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","25","Coccidioidomycosis, Confirmed","45","-","195","-","2,877","-","3,795","-","CALIFORNIA",,"20232501529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","25","Coccidioidomycosis, total","45","-","195","-","2,877","-","3,795","-","CALIFORNIA",,"20232501669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","25","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232504259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","25","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232504329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","25","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","35","-","140","-","1,448","-","1,366","-","CALIFORNIA",,"20232505869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","26","Campylobacteriosis","195","-","262","-","5,340","-","4,223","-","CALIFORNIA",,"20232601039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","26","Coccidioidomycosis, Confirmed","35","-","195","-","2,989","-","3,954","-","CALIFORNIA",,"20232601529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","26","Coccidioidomycosis, total","35","-","195","-","2,989","-","3,954","-","CALIFORNIA",,"20232601669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","26","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232604259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","26","Measles, Indigenous",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232604329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","26","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","19","-","140","-","1,501","-","1,469","-","CALIFORNIA",,"20232605869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","27","Campylobacteriosis","229","-","272","-","5,668","-","4,414","-","CALIFORNIA",,"20232701039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","27","Coccidioidomycosis, Confirmed","34","-","195","-","3,158","-","4,080","-","CALIFORNIA",,"20232701529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","27","Coccidioidomycosis, total","34","-","195","-","3,158","-","4,080","-","CALIFORNIA",,"20232701669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","27","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232704259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","27","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20232704329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","27","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","27","-","140","-","1,605","-","1,567","-","CALIFORNIA",,"20232705869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","28","Campylobacteriosis","252","-","319","-","6,117","-","4,669","-","CALIFORNIA",,"20232801039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","28","Coccidioidomycosis, Confirmed","25","-","195","-","3,265","-","4,250","-","CALIFORNIA",,"20232801529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","28","Coccidioidomycosis, total","25","-","195","-","3,265","-","4,250","-","CALIFORNIA",,"20232801669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","28","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232804259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","28","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20232804329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","28","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","37","-","140","-","1,706","-","1,669","-","CALIFORNIA",,"20232805869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","29","Campylobacteriosis","268","-","327","-","6,481","-","4,870","-","CALIFORNIA",,"20232901039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","29","Coccidioidomycosis, Confirmed","24","-","195","-","3,421","-","4,431","-","CALIFORNIA",,"20232901529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","29","Coccidioidomycosis, total","24","-","195","-","3,421","-","4,431","-","CALIFORNIA",,"20232901669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","29","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20232904259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","29","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20232904329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","29","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","19","-","140","-","1,804","-","1,748","-","CALIFORNIA",,"20232905869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","30","Campylobacteriosis","208","-","330","-","6,738","-","5,087","-","CALIFORNIA",,"20233001039","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","30","Coccidioidomycosis, Confirmed","27","-","201","-","3,540","-","4,581","-","CALIFORNIA",,"20233001529","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","30","Coccidioidomycosis, total","27","-","201","-","3,540","-","4,581","-","CALIFORNIA",,"20233001669","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","30","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233004259","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","30","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233004329","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","30","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","26","-","140","-","1,897","-","1,872","-","CALIFORNIA",,"20233005869","POINT (-119.27022999999997 36.37410569300005)"
"CALIFORNIA","2023","31","Campylobacteriosis","213","-","335","-","7,062","-","5,329","-","CALIFORNIA",,"20233101039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","31","Coccidioidomycosis, Confirmed","49","-","201","-","3,680","-","4,758","-","CALIFORNIA",,"20233101529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","31","Coccidioidomycosis, total","49","-","201","-","3,680","-","4,758","-","CALIFORNIA",,"20233101669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","31","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233104259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","31","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233104329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","31","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","17","-","140","-","1,980","-","1,978","-","CALIFORNIA",,"20233105869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","32","Campylobacteriosis","206","-","345","-","7,390","-","5,530","-","CALIFORNIA",,"20233201039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","32","Coccidioidomycosis, Confirmed","31","-","201","-","3,895","-","4,911","-","CALIFORNIA",,"20233201529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","32","Coccidioidomycosis, total","31","-","201","-","3,895","-","4,911","-","CALIFORNIA",,"20233201669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","32","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233204259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","32","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233204329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","32","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","54","-","140","-","2,174","-","2,116","-","CALIFORNIA",,"20233205869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","33","Campylobacteriosis","189","-","323","-","7,005","-","6,945","-","CALIFORNIA",,"20233301039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","33","Coccidioidomycosis, Confirmed","48","-","225","-","3,783","-","5,719","-","CALIFORNIA",,"20233301529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","33","Coccidioidomycosis, total","48","-","225","-","3,783","-","5,719","-","CALIFORNIA",,"20233301669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","33","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233304259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","33","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233304329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","33","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","37","-","205","-","2,314","-","3,303","-","CALIFORNIA",,"20233305869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","34","Campylobacteriosis","171","-","351","-","7,942","-","7,773","-","CALIFORNIA",,"20233401039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","34","Coccidioidomycosis, Confirmed","57","-","235","-","4,219","-","6,126","-","CALIFORNIA",,"20233401529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","34","Coccidioidomycosis, total","57","-","235","-","4,219","-","6,126","-","CALIFORNIA",,"20233401669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","34","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233404259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","34","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233404329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","34","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","47","-","203","-","2,446","-","3,445","-","CALIFORNIA",,"20233405869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","35","Campylobacteriosis","160","-","357","-","8,206","-","8,018","-","CALIFORNIA",,"20233501039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","35","Coccidioidomycosis, Confirmed","46","-","236","-","4,366","-","6,360","-","CALIFORNIA",,"20233501529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","35","Coccidioidomycosis, total","46","-","236","-","4,366","-","6,360","-","CALIFORNIA",,"20233501669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","35","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233504259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","35","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233504329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","35","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","32","-","203","-","2,542","-","3,603","-","CALIFORNIA",,"20233505869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","36","Campylobacteriosis","68","-","357","-","8,367","-","6,259","-","CALIFORNIA",,"20233601039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","36","Coccidioidomycosis, Confirmed","22","-","201","-","4,521","-","5,153","-","CALIFORNIA",,"20233601529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","36","Coccidioidomycosis, total","22","-","201","-","4,521","-","5,153","-","CALIFORNIA",,"20233601669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","36","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233604259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","36","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233604329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","36","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","30","-","203","-","2,649","-","3,786","-","CALIFORNIA",,"20233605869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","37","Campylobacteriosis","197","-","361","-","8,866","-","6,430","-","CALIFORNIA",,"20233701039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","37","Coccidioidomycosis, Confirmed","57","-","201","-","4,745","-","5,312","-","CALIFORNIA",,"20233701529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","37","Coccidioidomycosis, total","57","-","201","-","4,745","-","5,312","-","CALIFORNIA",,"20233701669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","37","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233704259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","37","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233704329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","37","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","37","-","203","-","2,814","-","3,989","-","CALIFORNIA",,"20233705869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","38","Campylobacteriosis","103","-","361","-","8,990","-","6,602","-","CALIFORNIA",,"20233801039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","38","Coccidioidomycosis, Confirmed","29","-","201","-","4,808","-","5,474","-","CALIFORNIA",,"20233801529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","38","Coccidioidomycosis, total","29","-","201","-","4,808","-","5,474","-","CALIFORNIA",,"20233801669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","38","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233804259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","38","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233804329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","38","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","5","-","200","-","2,852","-","4,157","-","CALIFORNIA",,"20233805869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","39","Campylobacteriosis","201","-","361","-","9,400","-","6,794","-","CALIFORNIA",,"20233901039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","39","Coccidioidomycosis, Confirmed","65","-","201","-","5,070","-","5,618","-","CALIFORNIA",,"20233901529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","39","Coccidioidomycosis, total","65","-","201","-","5,070","-","5,618","-","CALIFORNIA",,"20233901669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","39","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20233904259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","39","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20233904329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","39","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","46","-","200","-","3,118","-","4,357","-","CALIFORNIA",,"20233905869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","40","Campylobacteriosis","170","-","361","-","9,620","-","6,994","-","CALIFORNIA",,"20234001039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","40","Coccidioidomycosis, Confirmed","52","-","203","-","5,269","-","5,758","-","CALIFORNIA",,"20234001529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","40","Coccidioidomycosis, total","52","-","203","-","5,269","-","5,758","-","CALIFORNIA",,"20234001669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","40","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234004259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","40","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234004329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","40","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","43","-","169","-","3,234","-","4,526","-","CALIFORNIA",,"20234005869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","41","Campylobacteriosis","132","-","335","-","8,895","-","7,198","-","CALIFORNIA",,"20234101039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","41","Coccidioidomycosis, Confirmed","68","-","193","-","5,133","-","5,897","-","CALIFORNIA",,"20234101529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","41","Coccidioidomycosis, total","68","-","193","-","5,133","-","5,897","-","CALIFORNIA",,"20234101669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","41","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234104259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","41","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234104329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","41","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","32","-","165","-","3,381","-","4,661","-","CALIFORNIA",,"20234105869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","42","Campylobacteriosis","118","-","363","-","9,960","-","7,388","-","CALIFORNIA",,"20234201039","POINT (-119.27023 36.374105693)"
